pitcherid,date,pitchno,pitchno^2,pitchno^3,pitchno,pitch_bucket,relspeed,Dependent Variable,Differential,spinrate,extension,horzbreak,inducedvertbreak,spinaxis,relheight,relside,platelocheight,platelocside
1000136915,3/8/2025,7,49,343,32,FourSeamFastBall,85.31256,87.10623907,1.637151474,2217.383532,5.4056,-21.97537,13.47686,119.103841,5.70982,-0.8008,2.93,-0.41997
1000309668,3/8/2025,7,49,343,22,FourSeamFastBall,89.0447,87.10623907,-0.615296111,2217.028632,6.79459,11.56599,12.7045,225.327907,5.66605,1.99801,3.34442,-0.96689
826147,3/9/2025,7,49,343,125,FourSeamFastBall,89.67897,87.10623907,0.807047262,2078.591606,6.79257,11.58312,11.94737,227.077278,4.68934,1.95962,3.4845,2.54577
10109416,3/9/2025,7,49,343,4,FourSeamFastBall,84.60606,87.10623907,-2.349331097,1911.352858,6.14319,-17.9545,16.53206,129.524199,5.11839,-1.91862,3.19914,-1.56702
1000305276,3/9/2025,7,49,343,166,FourSeamFastBall,88.64684,87.10623907,2.616123254,2069.218052,6.21052,-17.45351,15.77339,129.321973,5.77543,-1.59637,2.47727,-0.22239
1000144733,3/11/2025,7,49,343,1,FourSeamFastBall,88.03355,87.10623907,-0.597077931,2172.112389,5.89469,16.88899,17.07599,227.12417,4.94762,2.0044,2.27058,-2.10487
1000392568,3/11/2025,7,49,343,84,FourSeamFastBall,85.31608,87.10623907,-2.82834549,2667.558831,5.58471,3.54154,19.60844,191.091371,5.92668,1.4893,2.61731,-1.6855
1000392568,3/19/2025,7,49,343,39,FourSeamFastBall,86.1324,87.10623907,-2.01202549,2517.199389,5.45893,10.57819,20.68352,208.726597,6.1595,1.86875,3.97812,0.2771
10109416,3/23/2025,7,49,343,123,FourSeamFastBall,84.62628,87.10623907,-2.329111097,2068.841371,5.97727,-13.99572,15.3795,134.935169,5.36006,-1.6099,2.5918,-1.18698
1000136915,3/23/2025,7,49,343,167,FourSeamFastBall,84.70545,87.10623907,1.030041474,2130.208926,5.18602,-19.97674,18.23013,129.658002,5.57767,-0.82969,2.75948,0.61917
1000362328,3/26/2025,7,49,343,35,FourSeamFastBall,89.89819,87.10623907,1.641752909,2227.000522,7.0013,4.87091,15.73347,198.482247,6.08574,0.89313,4.1461,-1.60639
1000362328,4/2/2025,7,49,343,39,FourSeamFastBall,90.24523,87.10623907,1.988792909,2183.334304,6.72934,7.87217,18.79741,204.255398,6.05157,1.03959,4.65683,0.25555
823910,4/5/2025,7,49,343,235,FourSeamFastBall,87.11714,87.10623907,-0.685409224,2329.984967,5.38952,-16.37076,16.89091,133.792259,5.57632,-0.29462,2.1858,-0.75683
826147,4/9/2025,7,49,343,174,FourSeamFastBall,87.04703,87.10623907,-1.824892738,2134.333571,6.81431,12.62792,19.98056,214.245946,4.97867,1.81591,3.3979,0.40966
1000136915,4/18/2025,7,49,343,133,FourSeamFastBall,84.49864,87.10623907,0.823231474,2233.226958,5.21127,-13.15627,14.89276,135.439,5.43495,-1.19956,2.63968,-1.29947
10005119,4/18/2025,7,49,343,316,FourSeamFastBall,89.38955,87.10623907,0.458053519,2122.610289,6.5135,-14.15391,18.57532,140.720032,5.71297,-1.30847,0.77486,0.47797
1000098287,4/22/2025,7,49,343,212,FourSeamFastBall,90.61513,87.10623907,1.73388875,2410.675767,6.17653,19.0341,13.67501,236.774636,5.24507,1.36998,3.5759,-0.77519
1000145579,4/23/2025,7,49,343,65,FourSeamFastBall,84.74689,87.10623907,0.047524643,2049.646277,6.40027,1.0961,13.21812,185.228828,5.68677,0.91235,3.05398,-0.26175
1000392568,4/23/2025,7,49,343,23,FourSeamFastBall,88.19383,87.10623907,0.04940451,2486.570663,5.88102,4.24697,16.65383,195.500765,5.69882,1.89292,1.44167,-1.18253
1000362328,4/23/2025,7,49,343,51,FourSeamFastBall,91.79281,87.10623907,3.536372909,2001.223127,6.29624,2.97209,18.72174,189.56778,6.00167,0.80819,1.64671,0.30146
826147,4/25/2025,7,49,343,190,FourSeamFastBall,89.35913,87.10623907,0.487207262,2171.189381,6.96263,17.84623,10.03485,243.346496,4.59526,1.54376,2.46002,0.10354
1000362328,4/29/2025,7,49,343,99,FourSeamFastBall,91.52013,87.10623907,3.263692909,2153.220926,6.57849,5.5591,19.54946,196.797901,5.9261,0.96798,3.1542,-1.15677
1000392568,4/29/2025,7,49,343,290,FourSeamFastBall,90.38863,87.10623907,2.24420451,2598.268832,5.81456,9.21678,19.95781,206.193157,5.76606,1.61043,1.92624,-1.4549
10109416,5/15/2025,7,49,343,8,FourSeamFastBall,88.52023,87.10623907,1.564838903,2168.714527,6.09456,-12.56481,15.61981,139.157455,4.65716,-1.85512,2.74996,-0.27196
1000136915,5/17/2025,7,49,343,248,FourSeamFastBall,84.00235,87.10623907,0.326941474,2201.184746,4.81014,-19.93666,9.82268,112.605385,5.31595,-1.14823,2.04041,1.42934
1000305276,5/17/2025,7,49,343,9,FourSeamFastBall,83.33843,87.10623907,-2.692286746,1913.492551,5.76723,-15.91572,17.70454,135.685351,5.94089,-1.69279,3.22631,0.34311
1000072064,8/30/2024,8,64,512,87,FourSeamFastBall,89.31659,87.10746716,-1.420305556,2225.340866,6.20055,16.32662,15.35973,228.887931,5.20747,1.95461,4.20809,-1.88408
1000136915,8/30/2024,8,64,512,82,FourSeamFastBall,83.03391,87.10746716,-0.641498526,2348.018802,5.56569,-15.13902,18.98304,139.274131,5.74658,-0.98543,0.94265,0.82507
10128812,8/30/2024,8,64,512,128,FourSeamFastBall,85.3001,87.10746716,1.343258333,2106.330362,6.57975,10.59938,14.08922,219.29621,5.59736,2.1412,2.94742,-2.76078
1000259684,8/30/2024,8,64,512,143,FourSeamFastBall,86.91584,87.10746716,-1.27429309,2203.071805,5.7797,16.10217,17.34032,225.020973,6.21725,1.36951,3.87763,0.18177
1000362328,8/30/2024,8,64,512,104,FourSeamFastBall,89.69044,87.10746716,1.434002909,2222.809499,6.72061,8.25756,13.28694,213.98562,6.11186,1.62121,3.06637,-0.24718
1000125040,9/3/2024,8,64,512,10,FourSeamFastBall,87.4793,87.10746716,1.168108182,2192.659139,6.17656,-21.16249,12.13438,117.120892,5.08955,-3.13329,2.26429,1.40116
1000145579,9/3/2024,8,64,512,30,FourSeamFastBall,83.63961,87.10746716,-1.059755357,1874.660971,6.51061,1.2763,16.46363,184.835335,6.09524,0.65449,3.06953,0.0281
10303186,9/3/2024,8,64,512,47,FourSeamFastBall,88.15779,87.10746716,-0.002271509,2120.489524,6.16631,6.40083,17.7317,201.166621,6.47283,1.13956,2.55848,-0.20324
826147,9/3/2024,8,64,512,75,FourSeamFastBall,88.67307,87.10746716,-0.198852738,2205.150936,6.56059,11.60052,14.12564,221.945793,5.33269,2.59017,3.97208,0.46165
823910,9/3/2024,8,64,512,90,FourSeamFastBall,88.52183,87.10746716,0.719280776,2322.050397,5.35063,-12.70953,20.67663,146.6549,5.78327,-1.31856,1.49334,0.30236
1000362327,9/6/2024,8,64,512,82,FourSeamFastBall,82.09519,87.10746716,-0.2646085,1808.979474,5.37243,-17.01312,0.2548,86.60087,3.83522,-3.10088,2.62509,-0.64599
10109416,9/6/2024,8,64,512,44,FourSeamFastBall,86.58434,87.10746716,-0.371051097,2111.262379,5.81537,-16.66273,11.06201,119.916463,4.51182,-2.31472,2.25254,1.03577
1000125042,9/6/2024,8,64,512,142,FourSeamFastBall,87.30268,87.10746716,-0.890089524,1926.71189,5.8122,8.3478,10.18768,222.814388,5.36026,1.9631,0.42568,-0.6505
1000136915,9/6/2024,8,64,512,126,FourSeamFastBall,82.00914,87.10746716,-1.666268526,2206.958135,5.47052,-15.9265,17.62119,135.463554,5.72362,-1.12121,1.70296,-0.03025
1000305276,9/6/2024,8,64,512,2,FourSeamFastBall,84.99639,87.10746716,-1.034326746,2101.632184,5.79646,-15.91509,12.8628,125.338045,5.70428,-1.58833,2.02188,-0.88176
1000100911,9/6/2024,8,64,512,58,FourSeamFastBall,85.73816,87.10746716,-1.562268213,2237.977495,5.69345,17.98532,16.83729,229.390077,5.68924,1.81439,2.72721,0.1131
1000362328,9/6/2024,8,64,512,219,FourSeamFastBall,91.28674,87.10746716,3.030302909,2103.635618,6.81837,8.96934,15.74442,211.167241,6.07674,1.4475,5.17276,-1.20405
10005119,9/6/2024,8,64,512,174,FourSeamFastBall,88.16476,87.10746716,-0.766736481,2041.318201,6.3999,-13.61871,15.58792,136.563189,5.62806,-1.30339,1.57607,0.81368
823910,9/9/2024,8,64,512,100,FourSeamFastBall,86.22388,87.10746716,-1.578669224,2334.298031,5.35467,-13.98623,18.35481,140.54505,5.72318,-1.63664,2.75439,-0.20598
1000136915,9/13/2024,8,64,512,43,FourSeamFastBall,83.61928,87.10746716,-0.056128526,2354.708137,5.15435,-12.95083,17.99871,141.545124,5.64232,-1.00428,2.09534,0.15164
1000305276,9/13/2024,8,64,512,15,FourSeamFastBall,88.30302,87.10746716,2.272303254,2084.929252,6.01215,-12.24627,13.97268,136.110922,5.80339,-1.35274,3.36422,0.32318
1000309669,9/16/2024,8,64,512,11,FourSeamFastBall,84.22586,87.10746716,-0.073608182,1959.615919,6.41141,15.99733,19.87741,221.143887,5.75473,1.10553,2.17322,-0.73869
823910,9/16/2024,8,64,512,55,FourSeamFastBall,87.52836,87.10746716,-0.274189224,2336.537042,5.09845,-16.28469,17.39639,134.50252,5.81705,-1.04753,2.75406,0.29034
823910,9/22/2024,8,64,512,101,FourSeamFastBall,86.98987,87.10746716,-0.812679224,2314.521694,4.99764,-15.13261,20.97796,142.30189,5.88477,-0.87077,3.71654,0.43295
1000125042,9/22/2024,8,64,512,121,FourSeamFastBall,89.3838,87.10746716,1.191030476,2277.830889,6.08441,16.9269,18.52131,224.263972,5.38307,2.02621,2.50908,0.20337
10005119,9/27/2024,8,64,512,30,FourSeamFastBall,90.59171,87.10746716,1.660213519,2078.001822,6.75246,-18.5882,11.4591,119.314429,5.68567,-1.32721,3.09389,-0.57775
1000125042,9/29/2024,8,64,512,35,FourSeamFastBall,89.10653,87.10746716,0.913760476,2404.765797,6.19316,5.845,11.66898,208.713636,5.55084,1.84084,3.74922,0.5705
10109416,10/4/2024,8,64,512,56,FourSeamFastBall,88.83303,87.10746716,1.877638903,2160.341156,5.98815,-15.63875,13.18532,127.319071,4.71286,-1.96598,3.05554,0.92427
1000125042,10/6/2024,8,64,512,44,FourSeamFastBall,87.41141,87.10746716,-0.781359524,2192.599319,5.85945,10.98847,13.89591,220.965656,5.42377,2.23392,3.29036,2.64826
1000305276,10/10/2024,8,64,512,2,FourSeamFastBall,84.43475,87.10746716,-1.595966746,2049.532173,6.13926,-20.32694,16.83855,127.498751,6.04999,-1.26676,3.63306,-1.09707
1000072064,10/11/2024,8,64,512,44,FourSeamFastBall,91.71445,87.10746716,0.977554444,2332.396602,6.6827,12.71635,14.29497,224.09253,4.85716,1.57836,2.2262,-2.27202
10005119,10/11/2024,8,64,512,70,FourSeamFastBall,84.7626,87.10746716,-4.168896481,2127.138211,6.1854,-19.9443,16.88391,127.582216,6.00379,-1.29726,2.89925,-1.3625
1000309668,10/11/2024,8,64,512,2,FourSeamFastBall,90.63866,87.10746716,0.978663889,2293.603706,6.31501,12.97453,15.858,221.541068,5.66739,1.61726,2.59916,-0.31795
1000125042,10/13/2024,8,64,512,113,FourSeamFastBall,88.72102,87.10746716,0.528250476,2098.52539,5.70816,6.78158,8.83107,221.694013,5.66543,1.91603,2.61663,-1.1338
1000305276,10/13/2024,8,64,512,241,FourSeamFastBall,86.72098,87.10746716,0.690263254,1909.093612,6.12129,-13.79564,12.13505,128.327557,5.7093,-1.3947,3.20022,-1.52667
823910,10/13/2024,8,64,512,330,FourSeamFastBall,90.29167,87.10746716,2.489120776,2205.038132,5.20817,-11.12505,20.30037,149.290771,5.86066,-0.57508,3.18812,-0.38545
1000136915,10/19/2024,8,64,512,21,FourSeamFastBall,84.92856,87.10746716,1.253151474,2242.490131,5.56238,-20.90229,18.89588,129.864648,5.69091,-1.02619,2.81167,-1.04321
1000213387,10/19/2024,8,64,512,152,FourSeamFastBall,87.39081,87.10746716,-0.111221895,2422.726293,5.97544,6.0465,12.52792,207.976526,5.82749,1.5057,2.61613,0.27804
1000305275,10/20/2024,8,64,512,13,FourSeamFastBall,84.84898,87.10746716,1.896011667,1969.500935,6.06716,-13.08749,15.15083,136.481876,5.31413,-1.2884,2.45229,0.28647
1000100911,10/25/2024,8,64,512,8,FourSeamFastBall,87.1569,87.10746716,-0.143528213,2051.00322,6.20187,7.06433,22.71056,198.170671,5.97012,1.61372,4.3629,-0.68368
1000305276,10/25/2024,8,64,512,91,FourSeamFastBall,86.38615,87.10746716,0.355433254,1884.921215,6.12057,-13.76394,15.22977,135.368415,5.93336,-1.42584,3.86141,0.34438
1000145579,10/27/2024,8,64,512,221,FourSeamFastBall,84.5532,87.10746716,-0.146165357,1693.242576,6.3675,6.71189,18.56725,201.183613,5.83459,0.87844,4.99899,2.03947
10109416,10/27/2024,8,64,512,54,FourSeamFastBall,89.07736,87.10746716,2.121968903,1972.395501,6.50558,-11.77359,14.12253,137.774073,5.30084,-1.74649,3.58927,-0.27039
1000136915,10/27/2024,8,64,512,155,FourSeamFastBall,86.54761,87.10746716,2.872201474,2160.649699,5.60509,-17.71615,17.79623,133.045251,5.65044,-0.86052,2.43563,-0.44643
1000213387,10/27/2024,8,64,512,316,FourSeamFastBall,86.4768,87.10746716,-1.025231895,2344.158689,6.19191,9.28666,22.82655,203.476134,5.9217,1.42295,1.95473,-1.71096
1000305275,11/1/2024,8,64,512,32,FourSeamFastBall,81.39624,87.10746716,-1.556728333,1812.138308,5.81107,-16.65359,15.21583,129.543866,5.23312,-1.43859,4.26345,0.17243
1000145579,11/1/2024,8,64,512,50,FourSeamFastBall,83.1144,87.10746716,-1.584965357,1899.271324,6.48893,6.88996,21.46655,198.954403,5.84824,0.65498,2.94542,0.43165
10005119,11/1/2024,8,64,512,192,FourSeamFastBall,90.69251,87.10746716,1.761013519,1886.440152,6.35217,-16.9754,11.47453,121.673681,5.93065,-1.22745,4.67498,-0.33843
10109416,11/1/2024,8,64,512,130,FourSeamFastBall,87.62627,87.10746716,0.670878903,2066.293371,5.76574,-15.75678,20.59863,140.764098,5.30026,-1.49517,1.22015,-0.42207
1000213387,11/1/2024,8,64,512,58,FourSeamFastBall,87.08936,87.10746716,-0.412671895,2429.26811,6.00429,5.5178,19.94588,196.54452,5.97909,1.35815,4.4289,-0.85213
1000362328,11/1/2024,8,64,512,11,FourSeamFastBall,89.2834,87.10746716,1.026962909,2020.600093,7.12156,5.4565,14.05186,202.860151,5.75428,1.70052,1.7623,0.05943
1000133983,11/1/2024,8,64,512,158,FourSeamFastBall,92.6648,87.10746716,3.503708321,2080.161576,5.77128,13.1389,20.99226,213.493506,5.78622,0.66781,2.99937,1.27787
1000100911,11/1/2024,8,64,512,275,FourSeamFastBall,89.51371,87.10746716,2.213281787,2079.542208,6.25868,12.06386,20.718,211.812665,5.74512,1.7304,2.29785,-0.43455
1000362328,11/8/2024,8,64,512,8,FourSeamFastBall,88.17232,87.10746716,-0.084117091,2182.616483,7.24288,15.47489,19.00021,221.052174,5.69576,1.45827,3.28062,0.49851
1000362328,11/15/2024,8,64,512,2,FourSeamFastBall,87.96026,87.10746716,-0.296177091,2131.259404,7.07536,11.12847,15.67761,217.316804,5.87663,1.39362,2.57554,-1.94172
1000309668,1/10/2025,8,64,512,92,FourSeamFastBall,87.92429,87.10746716,-1.735706111,2114.709533,6.97469,10.56831,14.69347,218.433703,5.57327,1.77556,2.09385,0.23769
1000362327,1/17/2025,8,64,512,98,FourSeamFastBall,82.85205,87.10746716,0.4922515,1797.810202,5.93997,-21.90403,4.94319,99.173689,3.86073,-2.62582,2.72417,-1.08705
1000125040,1/17/2025,8,64,512,22,FourSeamFastBall,86.47682,87.10746716,0.165628182,2183.414533,6.84848,-19.28859,15.473,126.057245,5.18435,-3.73863,3.24724,0.19159
1000362328,1/26/2025,8,64,512,133,FourSeamFastBall,87.88346,87.10746716,-0.372977091,2081.457581,6.41557,9.11863,16.21749,211.3546,6.09149,1.29445,4.02761,0.04406
10109416,1/30/2025,8,64,512,52,FourSeamFastBall,85.85715,87.10746716,-1.098241097,1925.647156,6.33399,-9.75178,18.28174,149.807846,4.8572,-1.96683,2.66278,0.18481
1000100911,1/30/2025,8,64,512,204,FourSeamFastBall,83.83224,87.10746716,-3.468188213,2002.353955,5.98919,15.86997,20.19757,220.581623,5.73742,1.80469,2.89167,-0.04
10109416,2/4/2025,8,64,512,52,FourSeamFastBall,85.04048,87.10746716,-1.914911097,1938.498317,6.30125,-13.1067,13.54705,133.077287,5.12194,-1.75778,3.26975,-1.3784
1000362328,2/5/2025,8,64,512,7,FourSeamFastBall,84.1643,87.10746716,-4.092137091,1949.539777,6.84004,7.13115,17.07509,204.390605,5.66532,1.49639,3.53111,0.85594
1000144733,2/26/2025,8,64,512,304,FourSeamFastBall,88.42019,87.10746716,-0.210437931,2120.839844,6.11845,18.35485,16.02682,231.361488,4.84766,2.12415,3.63768,2.94715
1000136915,2/26/2025,8,64,512,342,FourSeamFastBall,84.75486,87.10746716,1.079451474,2229.307435,5.53696,-18.67084,16.06485,128.17353,5.62333,-0.94395,2.75608,-0.73286
823910,2/26/2025,8,64,512,15,FourSeamFastBall,90.52391,87.10746716,2.721360776,2251.607974,5.08884,-19.0097,18.18658,131.645251,5.75677,-0.37061,4.32006,-0.62918
1000392568,2/26/2025,8,64,512,257,FourSeamFastBall,87.48297,87.10746716,-0.66145549,2544.745164,5.76302,4.85618,18.40895,195.779777,5.92874,2.05802,2.8258,0.30218
10109416,2/28/2025,8,64,512,195,FourSeamFastBall,85.39267,87.10746716,-1.562721097,2001.83875,6.1707,-10.0343,14.27694,142.140887,4.90814,-1.98118,3.07016,-0.57597
1000125040,3/8/2025,8,64,512,144,FourSeamFastBall,84.68274,87.10746716,-1.628451818,1968.14058,6.7334,-15.42619,17.49796,136.324816,4.99856,-4.14754,3.09763,1.14898
1000136915,3/8/2025,8,64,512,18,FourSeamFastBall,84.18011,87.10746716,0.504701474,2169.778948,5.27833,-20.86556,16.86698,126.684585,5.54917,-0.72009,2.34706,0.42513
826147,3/9/2025,8,64,512,71,FourSeamFastBall,90.66229,87.10746716,1.790367262,2332.93143,6.92443,7.26433,12.16012,213.438611,4.76437,1.79815,1.11546,-0.71356
10109416,3/9/2025,8,64,512,36,FourSeamFastBall,85.71308,87.10746716,-1.242311097,2131.750741,5.82608,-19.96785,14.78832,124.123384,5.02075,-1.69114,2.41145,-1.37928
1000305276,3/9/2025,8,64,512,132,FourSeamFastBall,86.755,87.10746716,0.724283254,1810.111278,6.32723,-21.92745,13.72851,119.426407,5.80254,-1.65115,3.50279,-0.32833
1000144733,3/11/2025,8,64,512,2,FourSeamFastBall,88.84351,87.10746716,0.212882069,2048.788632,5.6831,16.21895,13.23123,234.149805,4.97588,1.7602,2.75974,-0.55552
1000392568,3/11/2025,8,64,512,62,FourSeamFastBall,88.33862,87.10746716,0.19419451,2635.128238,5.77467,7.98882,17.92993,205.775569,5.93297,1.71881,2.52286,-0.14989
1000125042,3/13/2025,8,64,512,8,FourSeamFastBall,85.56223,87.10746716,-2.630539524,2280.698384,6.46969,11.73371,13.4465,223.636485,5.40443,1.90859,1.79937,0.28701
823910,3/15/2025,8,64,512,289,FourSeamFastBall,89.3893,87.10746716,1.586750776,2348.121605,5.15335,-13.28268,27.33797,152.920969,5.72222,-0.24973,2.42144,1.42269
1000392568,3/19/2025,8,64,512,25,FourSeamFastBall,86.33885,87.10746716,-1.80557549,2243.189977,5.42016,10.27969,21.1967,207.546079,6.17532,1.99899,1.93373,-0.07571
1000136915,3/23/2025,8,64,512,174,FourSeamFastBall,85.06537,87.10746716,1.389961474,2149.209281,5.23902,-21.39017,18.44757,128.132391,5.59107,-0.98915,4.57658,-1.65796
10109416,3/23/2025,8,64,512,124,FourSeamFastBall,85.87888,87.10746716,-1.076511097,2055.246302,6.14848,-17.24355,16.72009,131.403972,5.21744,-1.67202,2.97477,0.678
1000362328,3/26/2025,8,64,512,28,FourSeamFastBall,89.33481,87.10746716,1.078372909,2018.96435,6.4554,11.07414,13.2417,222.845258,5.87197,1.13962,3.13691,0.19095
10109416,4/5/2025,8,64,512,152,FourSeamFastBall,88.74973,87.10746716,1.794338903,2234.517494,6.05458,-15.06485,15.64509,134.04016,4.71793,-1.81449,2.79954,-0.35176
823910,4/5/2025,8,64,512,236,FourSeamFastBall,87.91024,87.10746716,0.107690776,2386.111909,5.18254,-17.29469,20.11249,137.370925,5.61013,-0.29739,2.61906,0.97126
826147,4/9/2025,8,64,512,162,FourSeamFastBall,87.11761,87.10746716,-1.754312738,2168.533744,6.59337,11.99135,21.01241,211.392227,5.11793,1.88764,3.68832,1.29715
1000136915,4/18/2025,8,64,512,149,FourSeamFastBall,86.53718,87.10746716,2.861771474,2354.185816,5.22912,-17.00426,16.50308,131.300086,5.5568,-0.87597,3.67124,1.07355
10005119,4/18/2025,8,64,512,322,FourSeamFastBall,89.01629,87.10746716,0.084793519,2121.743106,6.57164,-13.68646,20.75855,144.872758,5.6111,-1.42265,1.82552,0.01343
1000145579,4/23/2025,8,64,512,55,FourSeamFastBall,85.21555,87.10746716,0.516184643,2037.182626,6.41919,-1.0152,12.41757,174.865476,5.68039,0.97184,1.01276,-1.46992
1000392568,4/23/2025,8,64,512,34,FourSeamFastBall,88.96893,87.10746716,0.82450451,2504.883624,5.98535,9.11922,20.82753,205.090233,5.63047,1.81858,0.78367,-0.25937
826147,4/25/2025,8,64,512,192,FourSeamFastBall,89.4599,87.10746716,0.587977262,2180.537198,6.91405,12.57272,16.89147,218.801543,4.67084,1.38899,3.67588,-0.25302
1000309668,4/26/2025,8,64,512,173,FourSeamFastBall,90.27719,87.10746716,0.617193889,2267.779587,6.7486,12.63942,13.57406,225.555615,5.47466,1.65581,3.30213,-0.45034
1000362328,4/29/2025,8,64,512,113,FourSeamFastBall,92.05555,87.10746716,3.799112909,2304.500488,6.67202,4.27394,21.14513,192.105862,5.94631,0.88906,3.05696,0.04162
1000392568,4/29/2025,8,64,512,291,FourSeamFastBall,90.13478,87.10746716,1.99035451,2635.696964,5.87293,9.1291,21.52686,204.181009,5.76907,1.70623,3.19314,0.06263
10109416,5/15/2025,8,64,512,16,FourSeamFastBall,87.56974,87.10746716,0.614348903,2114.329839,5.97578,-10.96296,10.14461,129.238654,4.68681,-1.81902,1.88712,1.05133
1000136915,5/17/2025,8,64,512,247,FourSeamFastBall,82.70103,87.10746716,-0.974378526,2158.675173,4.76546,-21.3758,12.95237,117.504944,5.20102,-1.27975,3.02636,-0.69276
1000305276,5/17/2025,8,64,512,2,FourSeamFastBall,84.85908,87.10746716,-1.171636746,1819.017528,5.85487,-14.07225,15.81434,135.557639,5.73336,-1.53486,3.89435,-0.28255
1000072064,8/30/2024,9,81,729,83,FourSeamFastBall,90.54701,87.02982163,-0.189885556,2135.827186,6.32113,19.02418,12.00823,240.186304,5.31105,1.79418,1.30336,-2.68737
1000136915,8/30/2024,9,81,729,69,FourSeamFastBall,82.80262,87.02982163,-0.872788526,2282.820865,5.51011,-16.0015,20.15096,139.553812,5.6648,-1.30574,3.03081,-1.84469
1000133983,8/30/2024,9,81,729,17,FourSeamFastBall,85.89097,87.02982163,-3.270121679,2060.002197,5.54705,7.76075,23.73911,199.127926,6.20937,1.29251,2.25938,-0.87142
1000259684,8/30/2024,9,81,729,156,FourSeamFastBall,86.2832,87.02982163,-1.90693309,2194.426206,5.81727,16.33851,19.40816,222.060161,6.02209,1.58844,1.87811,0.14647
1000362328,8/30/2024,9,81,729,99,FourSeamFastBall,87.77072,87.02982163,-0.485717091,1902.847324,6.52931,6.87579,16.76052,203.64648,5.92412,1.72634,0.46094,-1.07413
10303186,9/3/2024,9,81,729,53,FourSeamFastBall,87.01621,87.02982163,-1.143851509,2019.152729,6.4895,6.62776,18.56733,201.053733,6.24369,1.23661,2.63561,-0.58216
1000145579,9/3/2024,9,81,729,25,FourSeamFastBall,83.92285,87.02982163,-0.776515357,1924.913345,6.70564,4.75965,15.293,198.736593,5.96273,0.61853,3.38148,-0.09724
826147,9/3/2024,9,81,729,63,FourSeamFastBall,88.63713,87.02982163,-0.234792738,2294.131413,6.53563,7.35697,18.47162,203.081937,5.29977,2.0108,3.25527,0.13542
1000362327,9/6/2024,9,81,729,86,FourSeamFastBall,82.12767,87.02982163,-0.2321285,1978.828057,5.49237,-14.10686,5.68461,107.438778,3.90824,-2.79699,2.01564,1.40597
10109416,9/6/2024,9,81,729,50,FourSeamFastBall,88.57306,87.02982163,1.617668903,2154.336472,5.91063,-17.73107,13.02048,123.353115,4.51403,-2.40001,3.59845,-1.71088
1000136915,9/6/2024,9,81,729,110,FourSeamFastBall,82.70226,87.02982163,-0.973148526,2246.825582,5.36795,-15.93021,17.6545,135.5378,5.80893,-1.02549,2.97335,1.07854
1000100911,9/6/2024,9,81,729,65,FourSeamFastBall,85.53328,87.02982163,-1.767148213,2156.389963,5.91332,16.30406,16.36087,227.550313,5.53215,1.99707,1.96707,1.4005
1000305276,9/6/2024,9,81,729,3,FourSeamFastBall,85.87522,87.02982163,-0.155496746,2152.04395,5.81679,-16.70989,12.65233,123.880403,5.80195,-1.4889,2.7288,1.09899
1000125042,9/6/2024,9,81,729,143,FourSeamFastBall,87.75998,87.02982163,-0.432789524,1920.809374,5.57736,14.72469,10.95064,236.466742,5.40639,2.34302,2.6894,1.73108
1000362328,9/6/2024,9,81,729,216,FourSeamFastBall,89.26981,87.02982163,1.013372909,1831.933722,6.59877,9.22438,13.71831,215.923318,5.94888,1.95088,2.34376,0.81349
1000145579,9/9/2024,9,81,729,123,FourSeamFastBall,82.20993,87.02982163,-2.489435357,1879.003527,6.49204,5.16925,16.96025,198.462178,5.75491,0.77898,1.80219,-0.4451
823910,9/9/2024,9,81,729,101,FourSeamFastBall,86.38916,87.02982163,-1.413389224,2268.714472,5.32742,-14.22835,20.13706,142.792275,5.73955,-1.337,2.13131,1.30569
826147,9/9/2024,9,81,729,32,FourSeamFastBall,89.44893,87.02982163,0.577007262,2308.016366,6.42369,10.01875,18.20592,210.586851,5.36484,2.61331,3.59135,-0.38762
1000136915,9/13/2024,9,81,729,63,FourSeamFastBall,83.02916,87.02982163,-0.646248526,2224.51511,5.33725,-12.09961,18.58119,144.577722,5.71454,-0.82519,0.68083,2.73037
1000305276,9/13/2024,9,81,729,6,FourSeamFastBall,86.60944,87.02982163,0.578723254,1717.438321,6.07174,-9.39032,14.57922,144.724192,5.81825,-1.48229,5.62297,-1.22519
826147,9/16/2024,9,81,729,14,FourSeamFastBall,87.29755,87.02982163,-1.574372738,2100.885441,6.84823,14.04926,9.5465,238.518746,4.90043,2.53793,2.13209,0.31076
1000145579,9/16/2024,9,81,729,46,FourSeamFastBall,82.78682,87.02982163,-1.912545357,1635.861106,6.47635,4.39315,11.75631,202.458992,5.94556,0.50152,2.10843,-0.63718
1000309669,9/16/2024,9,81,729,13,FourSeamFastBall,84.00281,87.02982163,-0.296658182,1916.452937,6.55179,9.98997,13.45843,218.786543,5.73482,1.02369,0.61791,-1.42639
823910,9/16/2024,9,81,729,29,FourSeamFastBall,88.14406,87.02982163,0.341510776,2180.482319,5.30707,-12.18694,20.25135,147.471753,5.72395,-1.03329,0.16085,0.18206
1000100911,9/21/2024,9,81,729,34,FourSeamFastBall,88.19194,87.02982163,0.891511787,2294.406088,6.06803,16.88525,17.41922,226.067151,5.71351,1.47648,1.52977,0.12393
1000125042,9/22/2024,9,81,729,126,FourSeamFastBall,89.97582,87.02982163,1.783050476,2300.627013,6.0093,13.0706,18.47966,217.102096,5.45106,2.02942,3.9248,0.69932
