Athlete ID,Height (in),Weight,Weight^2,SH
1144,73.75,247,61009,5.09
1145,71.5,274,75076,5.09
1146,71.75,271,73441,5.09
1147,67.5,178,31684,5.1
1148,70.75,223,49729,5.1
1149,69,237,56169,5.1
1150,65,129,16641,5.1
1151,72,221.4,49017.96,5.1
1152,71,260,67600,5.1
1153,75.75,226,51076,5.1
1154,67.25,224,50176,5.1
1155,74,244,59536,5.1
1156,71.25,277,76729,5.1
1157,68.75,226,51076,5.1
1158,72.75,246,60516,5.1
1159,74.5,260.8,68016.64,5.12
1160,66.5,191,36481,5.12
1161,75.25,321.2,103169.44,5.12
1162,69.5,257,66049,5.12
1163,74.5,314.6,98973.16,5.12
1164,74.75,303.63,92191.18,5.12
1165,72,178,31684,5.12
1166,70.5,182.2,33196.84,5.13
1167,67,168.4,28358.56,5.13
1168,68.5,166.4,27688.96,5.13
1169,71,224,50176,5.13
1170,73.25,204,41616,5.13
1171,66.75,175.6,30835.36,5.13
1172,75.5,260.4,67808.16,5.13
1173,73,228,51984,5.13
1174,71.25,300,90000,5.13
1175,71,203,41209,5.13
1176,67,155.2,24087.04,5.14
1177,74,220.2,48488.04,5.14
1178,65.5,163.3,26666.89,5.14
1179,73,218.12,47576.33,5.14
1180,72.5,263.8,69590.44,5.14
1181,73.5,303.81,92300.52,5.14
1182,74.25,293.8,86318.44,5.14
1183,72,172,29584,5.15
1184,66,189,35721,5.15
1185,67.5,197.4,38966.76,5.15
1186,69.25,213,45369,5.15
1187,69.25,145,21025,5.15
1188,70.75,168,28224,5.15
1189,71.25,269.2,72468.64,5.15
1190,73,220.4,48576.16,5.15
1191,70,251.2,63101.44,5.16
1192,73.5,245.2,60123.04,5.16
1193,71.25,234.2,54849.64,5.16
1194,75.5,207.05,42869.7,5.16
1195,74,181.4,32905.96,5.17
1196,69.25,273,74529,5.17
1197,69.25,237.2,56263.84,5.18
1198,68.5,202.8,41127.84,5.18
1199,72.75,280.4,78624.16,5.18
1200,74.5,258.8,66977.44,5.18
1201,70,165,27225,5.19
1202,71.75,242.4,58757.76,5.19
1203,73.75,262,68644,5.19
1204,77,286.8,82254.24,5.19
1205,70,220.8,48752.64,5.19
1206,71,210.86,44461.94,5.19
1207,72.5,273,74529,5.19
1208,67.5,183,33489,5.2
1209,71,170,28900,5.2
1210,72.75,159,25281,5.2
1211,66.75,135,18225,5.2
1212,71.25,214,45796,5.2
1213,69.75,257.2,66151.84,5.2
1214,72,258.8,66977.44,5.2
1215,72.75,297.4,88446.76,5.2
1216,74,307,94249,5.2
1217,77.25,278,77284,5.2
1218,74,201.8,40723.24,5.2
1219,69.5,184.4,34003.36,5.21
1220,68.5,207.8,43180.84,5.21
1221,70.5,213,45369,5.21
1222,68.75,195.4,38181.16,5.21
1223,69,140.6,19768.36,5.21
1224,75.25,270.2,73008.04,5.21
1225,69.75,296.6,87971.56,5.21
1226,72.5,306,93636,5.21
1227,71.5,257,66049,5.21
1228,69,266.6,71075.56,5.21
1229,68.75,234.8,55131.04,5.21
1230,71.5,147.8,21844.84,5.22
1231,73.75,194.6,37869.16,5.22
1232,72.75,227.2,51619.84,5.22
1233,67.25,275,75625,5.22
1234,66.5,155,24025,5.22
1235,66,114.2,13041.64,5.22
1236,70,293.6,86200.96,5.22
1237,68.5,279,77841,5.22
1238,72,278,77284,5.22
1239,70.75,208,43264,5.22
1240,73.75,297.6,88565.76,5.22
1241,70,268.6,72145.96,5.22
1242,64.75,114.4,13087.36,5.22
1243,66.75,129,16641,5.22
1244,71.75,242,58564,5.23
1245,72,264.2,69801.64,5.24
1246,75.25,236,55696,5.24
1247,71.5,158,24964,5.25
1248,67.5,210.4,44268.16,5.25
1249,65,183,33489,5.25
1250,66,245.8,60417.64,5.25
1251,77.25,237,56169,5.25
1252,71.75,256,65536,5.25
1253,77.25,252.92,63968.53,5.25
1254,75.5,319,101761,5.25
1255,72.25,258.4,66770.56,5.26
1256,72.25,267.6,71609.76,5.26
1257,70.25,145.2,21083.04,5.27
1258,69.5,157.4,24774.76,5.27
1259,70,230.4,53084.16,5.27
1260,74,212,44944,5.27
1261,67,182,33124,5.27
1262,69,141.8,20107.24,5.27
1263,70.25,154,23716,5.28
1264,67.5,209,43681,5.28
1265,70,296,87616,5.28
1266,74.25,256.2,65638.44,5.28
1267,65.75,147,21609,5.28
1268,75,412,169744,5.28
1269,71,279.6,78176.16,5.28
1270,67,133,17689,5.28
1271,71.5,250.6,62800.36,5.28
1272,71,237.8,56548.84,5.29
1273,68.25,181,32761,5.3
1274,70.5,213,45369,5.3
1275,70.5,113,12769,5.3
1276,76.75,312,97344,5.3
1277,72,243,59049,5.3
1278,72.75,215.6,46483.36,5.31
1279,70,245.2,60123.04,5.31
1280,70.75,250.6,62800.36,5.31
1281,69.5,267.6,71609.76,5.31
1282,67.75,168.2,28291.24,5.32
1283,70,240.2,57696.04,5.32
1284,71.25,260,67600,5.32
1285,73,232.4,54009.76,5.32
1286,72.25,185,34225,5.32
1287,71.75,262.8,69063.84,5.32
1288,74,266.8,71182.24,5.32
1289,68,170,28900,5.32
1290,74,344.4,118611.36,5.32
1291,71.25,261.6,68434.56,5.32
1292,71.5,231,53361,5.33
1293,71.75,268.75,72226.56,5.33
1294,66,124.4,15475.36,5.34
1295,71.5,154.8,23963.04,5.34
1296,75,288,82944,5.34
1297,71.25,279.91,78349.61,5.34
1298,72.5,298.84,89305.35,5.34
1299,70.5,293.2,85966.24,5.34
1300,67,192.4,37017.76,5.35
1301,70.5,151.4,22921.96,5.35
1302,73.25,274,75076,5.35
1303,74.75,208.6,43513.96,5.37
1304,70.5,279.8,78288.04,5.38
1305,72.75,187.8,35268.84,5.38
1306,69.5,247.8,61404.84,5.38
1307,77.25,287.4,82598.76,5.38
1308,68.5,234,54756,5.38
1309,69.75,248.8,61901.44,5.38
1310,64.25,165.4,27357.16,5.38
1311,70.25,196.8,38730.24,5.39
1312,70,202.4,40965.76,5.39
1313,72.5,260.2,67704.04,5.39
1314,73,296.8,88090.24,5.39
1315,71,248,61504,5.39
1316,70.5,267.2,71395.84,5.4
1317,72.25,241,58081,5.4
1318,77.5,297.2,88327.84,5.4
1319,71.75,221,48841,5.4
1320,72,311,96721,5.4
1321,71.75,239.4,57312.36,5.41
1322,73.25,193.2,37326.24,5.42
1323,76.5,317,100489,5.43
1324,71,250,62500,5.44
1325,69.75,269,72361,5.44
1326,75.25,295,87025,5.44
1327,77,248.8,61901.44,5.45
1328,75.5,186.8,34894.24,5.45
1329,74.75,299,89401,5.45
1330,68.5,256.2,65638.44,5.46
1331,70,265.8,70649.64,5.46
1332,71,228.57,52244.24,5.47
1333,72.75,268,71824,5.47
1334,74.5,282.6,79862.76,5.47
1335,72,254,64516,5.47
1336,70.25,246,60516,5.47
1337,72.25,188,35344,5.48
1338,71,249,62001,5.48
1339,73,211.2,44605.44,5.5
1340,72.25,247,61009,5.5
1341,66.25,169.8,28832.04,5.5
1342,73,232,53824,5.5
1343,74,319,101761,5.5
1344,72.25,288,82944,5.5
1345,68.25,245.4,60221.16,5.5
1346,71,279.2,77952.64,5.5
1347,73.5,302,91204,5.5
1348,71,254,64516,5.5
1349,72,304.2,92537.64,5.5
1350,79,321.8,103555.24,5.5
1351,70,203.4,41371.56,5.51
1352,71.5,230.05,52923,5.51
1353,76.75,355.4,126309.16,5.52
1354,72,269.6,72684.16,5.52
1355,70,251.8,63403.24,5.53
1356,66,237,56169,5.53
1357,66,152.8,23347.84,5.55
1358,71.25,278,77284,5.56
1359,72.25,263.2,69274.24,5.56
1360,73,313.3,98156.89,5.56
1361,69.25,242,58564,5.58
1362,78.5,312,97344,5.58
1363,77.75,281,78961,5.59
1364,74.75,365,133225,5.59
1365,71.5,211.8,44859.24,5.6
1366,65.25,146,21316,5.6
1367,72.5,274.4,75295.36,5.6
1368,74.75,257,66049,5.6
1369,65,217,47089,5.6
1370,72.5,273.8,74966.44,5.6
1371,69.75,249.8,62400.04,5.6
1372,73.75,307.4,94494.76,5.6
1373,76,219.4,48136.36,5.62
1374,76,324.84,105521.03,5.62
1375,68.75,238,56644,5.62
1376,67,213.8,45710.44,5.62
1377,71.25,303.4,92051.56,5.64
1378,70.5,253,64009,5.65
1379,67.25,251,63001,5.65
1380,67.5,178.4,31826.56,5.66
1381,71,303.2,91930.24,5.66
1382,72,254.8,64923.04,5.66
1383,77.5,331.2,109693.44,5.69
1384,75.75,245,60025,5.7
1385,72.75,236,55696,5.7
1386,69.25,227,51529,5.7
1387,69.25,126,15876,5.71
1388,72.5,311.6,97094.56,5.72
1389,69.25,228.6,52257.96,5.75
1390,72.25,274,75076,5.75
1391,69.25,301.2,90721.44,5.78
1392,67,250.6,62800.36,5.8
1393,71.75,296,87616,5.81
1394,71.75,298.2,88923.24,5.81
1395,74.75,356.2,126878.44,5.81
1396,71,303.4,92051.56,5.82
1397,73,249.6,62300.16,5.83
1398,73.25,281.4,79185.96,5.84
1399,70.75,320.4,102656.16,5.87
1400,75,336.6,113299.56,5.88
1401,75.25,273.6,74856.96,5.92
1402,69.75,252.14,63574.58,5.97
1403,75.25,368,135424,6
1404,73.5,264,69696,6
1405,70,287.2,82483.84,6.07
1406,70.25,210.4,44268.16,6.08
1407,75.75,349,121801,6.09
1408,72.75,344.4,118611.36,6.16
1409,73.75,271,73441,6.2
1410,71.25,279,77841,6.2
1411,67.75,263,69169,6.3
1412,76,345.4,119301.16,6.3
1413,67.5,187.6,35193.76,6.34
1414,65,219,47961,7.09
1415,68.25,133,17689,7.72
